19:48:27 INFO  manager.ApplicationManager - All tests start in ChromeBrowser
19:48:29 INFO  tests.TestsBase - Name of test --->loginSuccessDataProvider
19:48:29 INFO  manager.MyListener - Start find element ---> By.xpath: //*[.='Sign Out']
19:48:34 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[.='Sign Out'] was found
19:48:34 INFO  tests.TestsBase - Test starts with 'email':noa@gmail.com & 'password': Nnoa12345$
19:48:34 INFO  manager.MyListener - Start find element ---> By.cssSelector: a[href='/login']
19:48:34 INFO  manager.MyListener - Element with locator ---> By.cssSelector: a[href='/login'] was found
19:48:34 INFO  manager.MyListener - Start find element ---> By.xpath: //*[@placeholder='Email']
19:48:34 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[@placeholder='Email'] was found
19:48:35 INFO  manager.MyListener - Start find element ---> By.xpath: //*[@placeholder='Password']
19:48:35 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[@placeholder='Password'] was found
19:48:35 INFO  manager.MyListener - Start find element ---> By.xpath: //button[.=' Login']
19:48:35 INFO  manager.MyListener - Element with locator ---> By.xpath: //button[.=' Login'] was found
19:48:35 INFO  manager.MyListener - Start find element ---> By.cssSelector: button
19:48:36 INFO  manager.MyListener - Element with locator ---> By.cssSelector: button was found
19:48:36 INFO  tests.TestsBase - Name of test --->loginSuccessDataProvider
19:48:36 INFO  manager.MyListener - Start find element ---> By.xpath: //*[.='Sign Out']
19:48:36 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[.='Sign Out'] was found
19:48:36 INFO  manager.MyListener - Start find element ---> By.xpath: //*[.='Sign Out']
19:48:36 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[.='Sign Out'] was found
19:48:37 INFO  tests.TestsBase - Test starts with 'email':noa@gmail.com & 'password': Nnoa12345$
19:48:37 INFO  manager.MyListener - Start find element ---> By.cssSelector: a[href='/login']
19:48:37 INFO  manager.MyListener - Element with locator ---> By.cssSelector: a[href='/login'] was found
19:48:37 INFO  manager.MyListener - Start find element ---> By.xpath: //*[@placeholder='Email']
19:48:37 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[@placeholder='Email'] was found
19:48:37 INFO  manager.MyListener - Start find element ---> By.xpath: //*[@placeholder='Password']
19:48:37 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[@placeholder='Password'] was found
19:48:38 INFO  manager.MyListener - Start find element ---> By.xpath: //button[.=' Login']
19:48:38 INFO  manager.MyListener - Element with locator ---> By.xpath: //button[.=' Login'] was found
19:48:38 INFO  manager.MyListener - Start find element ---> By.cssSelector: button
19:48:38 INFO  manager.MyListener - Element with locator ---> By.cssSelector: button was found
19:48:38 INFO  tests.TestsBase - Name of test --->loginSuccessDataProvider
19:48:38 INFO  manager.MyListener - Start find element ---> By.xpath: //*[.='Sign Out']
19:48:38 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[.='Sign Out'] was found
19:48:38 INFO  manager.MyListener - Start find element ---> By.xpath: //*[.='Sign Out']
19:48:38 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[.='Sign Out'] was found
19:48:39 INFO  tests.TestsBase - Test starts with 'email':noa@gmail.com & 'password': Nnoa12345$
19:48:39 INFO  manager.MyListener - Start find element ---> By.cssSelector: a[href='/login']
19:48:39 INFO  manager.MyListener - Element with locator ---> By.cssSelector: a[href='/login'] was found
19:48:39 INFO  manager.MyListener - Start find element ---> By.xpath: //*[@placeholder='Email']
19:48:39 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[@placeholder='Email'] was found
19:48:39 INFO  manager.MyListener - Start find element ---> By.xpath: //*[@placeholder='Password']
19:48:39 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[@placeholder='Password'] was found
19:48:40 INFO  manager.MyListener - Start find element ---> By.xpath: //button[.=' Login']
19:48:40 INFO  manager.MyListener - Element with locator ---> By.xpath: //button[.=' Login'] was found
19:48:40 INFO  manager.MyListener - Start find element ---> By.cssSelector: button
19:48:40 INFO  manager.MyListener - Element with locator ---> By.cssSelector: button was found
