19:06:19 INFO  manager.ApplicationManager - All tests start in ChromeBrowser
19:06:22 INFO  tests.TestsBase - Name of test --->addContactSuccess
19:06:22 INFO  manager.MyListener - Start find element ---> By.xpath: //*[.='Sign Out']
19:06:27 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[.='Sign Out'] was found
19:06:27 INFO  manager.MyListener - Start find element ---> By.cssSelector: a[href='/login']
19:06:27 INFO  manager.MyListener - Element with locator ---> By.cssSelector: a[href='/login'] was found
19:06:28 INFO  manager.MyListener - Start find element ---> By.xpath: //*[@placeholder='Email']
19:06:28 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[@placeholder='Email'] was found
19:06:28 INFO  manager.MyListener - Start find element ---> By.xpath: //*[@placeholder='Password']
19:06:28 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[@placeholder='Password'] was found
19:06:29 INFO  manager.MyListener - Start find element ---> By.xpath: //button[.=' Login']
19:06:29 INFO  manager.MyListener - Element with locator ---> By.xpath: //button[.=' Login'] was found
19:06:29 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
19:06:30 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
19:06:30 INFO  manager.MyListener - Start find element ---> By.cssSelector: a[href='/add']
19:06:30 INFO  manager.MyListener - Element with locator ---> By.cssSelector: a[href='/add'] was found
19:06:30 INFO  manager.MyListener - Start find element ---> By.xpath: (//input[@placeholder='Name'])
19:06:30 INFO  manager.MyListener - Element with locator ---> By.xpath: (//input[@placeholder='Name']) was found
19:06:31 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Last Name']
19:06:31 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Last Name'] was found
19:06:31 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Phone']
19:06:31 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Phone'] was found
19:06:31 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='email']
19:06:31 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='email'] was found
19:06:32 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Address']
19:06:32 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Address'] was found
19:06:32 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='description']
19:06:32 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='description'] was found
19:06:32 INFO  manager.MyListener - Start find element ---> By.xpath: //button[.='Save']
19:06:32 INFO  manager.MyListener - Element with locator ---> By.xpath: //button[.='Save'] was found
19:06:33 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
19:06:33 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
19:06:33 INFO  manager.MyListener - Start find element ---> By.cssSelector: h2
19:06:33 INFO  manager.MyListener - Element with locator ---> By.cssSelector: h2 was found
19:06:34 INFO  manager.MyListener - Start find element ---> By.cssSelector: h3
19:06:34 INFO  manager.MyListener - Element with locator ---> By.cssSelector: h3 was found
19:06:34 INFO  tests.TestsBase - Name of test --->addContactSuccessDataProvider
19:06:34 INFO  manager.MyListener - Start find element ---> By.xpath: //*[.='Sign Out']
19:06:34 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[.='Sign Out'] was found
19:06:34 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
19:06:34 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
19:06:34 INFO  manager.MyListener - Start find element ---> By.cssSelector: a[href='/add']
19:06:34 INFO  manager.MyListener - Element with locator ---> By.cssSelector: a[href='/add'] was found
19:06:34 INFO  manager.MyListener - Start find element ---> By.xpath: (//input[@placeholder='Name'])
19:06:34 INFO  manager.MyListener - Element with locator ---> By.xpath: (//input[@placeholder='Name']) was found
19:06:35 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Last Name']
19:06:35 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Last Name'] was found
19:06:35 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Phone']
19:06:35 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Phone'] was found
19:06:35 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='email']
19:06:35 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='email'] was found
19:06:36 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Address']
19:06:36 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Address'] was found
19:06:36 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='description']
19:06:36 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='description'] was found
19:06:36 INFO  manager.MyListener - Start find element ---> By.xpath: //button[.='Save']
19:06:37 INFO  manager.MyListener - Element with locator ---> By.xpath: //button[.='Save'] was found
19:06:37 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
19:06:42 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
19:06:42 INFO  tests.TestsBase - Name of test --->addContactSuccessDataProvider
19:06:42 INFO  manager.MyListener - Start find element ---> By.xpath: //*[.='Sign Out']
19:06:42 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[.='Sign Out'] was found
19:06:42 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
19:06:47 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
19:06:47 INFO  manager.MyListener - Start find element ---> By.cssSelector: a[href='/add']
19:06:47 INFO  manager.MyListener - Element with locator ---> By.cssSelector: a[href='/add'] was found
19:06:47 INFO  manager.MyListener - Start find element ---> By.xpath: (//input[@placeholder='Name'])
19:06:47 INFO  manager.MyListener - Element with locator ---> By.xpath: (//input[@placeholder='Name']) was found
19:06:47 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Last Name']
19:06:47 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Last Name'] was found
19:06:48 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Phone']
19:06:48 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Phone'] was found
19:06:48 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='email']
19:06:48 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='email'] was found
19:06:48 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='Address']
19:06:48 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='Address'] was found
19:06:49 INFO  manager.MyListener - Start find element ---> By.xpath: //input[@placeholder='description']
19:06:49 INFO  manager.MyListener - Element with locator ---> By.xpath: //input[@placeholder='description'] was found
19:06:49 INFO  manager.MyListener - Start find element ---> By.xpath: //button[.='Save']
19:06:49 INFO  manager.MyListener - Element with locator ---> By.xpath: //button[.='Save'] was found
19:06:49 INFO  manager.MyListener - Start find element ---> By.cssSelector: .contact-item_card__2SOIM
19:06:54 INFO  manager.MyListener - Element with locator ---> By.cssSelector: .contact-item_card__2SOIM was found
19:06:54 INFO  tests.TestsBase - Name of test --->loginNegativeTestWithWrongPassword
19:06:54 INFO  manager.MyListener - Start find element ---> By.xpath: //*[.='Sign Out']
19:06:54 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[.='Sign Out'] was found
19:06:54 INFO  manager.MyListener - Start find element ---> By.xpath: //*[.='Sign Out']
19:06:54 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[.='Sign Out'] was found
19:06:54 INFO  manager.MyListener - Start find element ---> By.cssSelector: a[href='/login']
19:06:54 INFO  manager.MyListener - Element with locator ---> By.cssSelector: a[href='/login'] was found
19:06:55 INFO  manager.MyListener - Start find element ---> By.xpath: //*[@placeholder='Email']
19:06:55 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[@placeholder='Email'] was found
19:06:55 INFO  manager.MyListener - Start find element ---> By.xpath: //*[@placeholder='Password']
19:06:55 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[@placeholder='Password'] was found
19:06:55 INFO  manager.MyListener - Start find element ---> By.xpath: //button[.=' Login']
19:06:55 INFO  manager.MyListener - Element with locator ---> By.xpath: //button[.=' Login'] was found
19:06:56 INFO  tests.TestsBase - Name of test --->loginSuccess
19:06:56 INFO  manager.MyListener - Start find element ---> By.xpath: //*[.='Sign Out']
19:07:01 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[.='Sign Out'] was found
19:07:01 INFO  tests.TestsBase - Test starts with: email [noa@gmail.com] & password [Nnoa12345$]
19:07:01 INFO  manager.MyListener - Start find element ---> By.cssSelector: a[href='/login']
19:07:01 INFO  manager.MyListener - Element with locator ---> By.cssSelector: a[href='/login'] was found
19:07:01 INFO  manager.MyListener - Start find element ---> By.xpath: //*[@placeholder='Email']
19:07:01 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[@placeholder='Email'] was found
19:07:01 INFO  manager.MyListener - Start find element ---> By.xpath: //*[@placeholder='Password']
19:07:01 INFO  manager.MyListener - Element with locator ---> By.xpath: //*[@placeholder='Password'] was found
19:07:02 INFO  manager.MyListener - Start find element ---> By.xpath: //button[.=' Login']
19:07:02 INFO  manager.MyListener - Element with locator ---> By.xpath: //button[.=' Login'] was found
19:07:02 INFO  manager.MyListener - Start find element ---> By.cssSelector: button
19:07:02 INFO  manager.MyListener - Element with locator ---> By.cssSelector: button was found
